engine_type,fuel_type,population_density,cylinder,transmission_type,gear_box,length,width,height,gross_weight,is_speed_alert,is_claim
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
4,1,5410,4,1,5,3990,1755,1523,1490,1,0
4,1,5410,4,1,5,3990,1755,1523,1490,1,1
10,0,34738,3,1,6,3993,1811,1606,1660,0,0
5,0,73430,4,1,5,3845,1735,1530,1335,1,0
0,2,65567,3,1,5,3445,1515,1475,1185,1,0
5,0,290,4,1,5,3845,1735,1530,1335,1,0
3,1,34738,4,0,6,4300,1790,1635,1720,1,0
7,2,27742,3,1,5,3655,1620,1675,1340,1,0
2,0,4076,3,0,5,3731,1579,1490,1155,1,0
5,0,65567,4,1,5,3845,1735,1530,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
9,2,8794,4,1,5,3675,1475,1825,1510,1,0
5,0,34738,4,1,5,3845,1735,1530,1335,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
7,2,8794,3,1,5,3655,1620,1675,1340,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
9,2,27742,4,1,5,3675,1475,1825,1510,1,0
4,1,73430,4,1,5,3990,1755,1523,1490,1,0
5,0,17804,4,1,5,3845,1735,1530,1335,1,0
5,0,73430,4,1,5,3845,1735,1530,1335,1,0
6,0,27003,4,0,5,3990,1745,1500,1410,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
0,2,65567,3,1,5,3445,1515,1475,1185,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
8,1,8794,4,1,5,3995,1695,1501,1051,1,0
9,2,13051,4,1,5,3675,1475,1825,1510,1,0
3,1,5410,4,0,6,4300,1790,1635,1720,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
8,1,8794,4,1,5,3995,1695,1501,1051,1,1
3,1,27742,4,0,6,4300,1790,1635,1720,1,0
5,0,5410,4,1,5,3845,1735,1530,1335,1,0
2,0,8794,3,0,5,3731,1579,1490,1155,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
7,2,8794,3,1,5,3655,1620,1675,1340,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
3,1,5410,4,0,6,4300,1790,1635,1720,1,0
4,1,5410,4,1,5,3990,1755,1523,1490,1,0
3,1,73430,4,0,6,4300,1790,1635,1720,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
5,0,27003,4,1,5,3845,1735,1530,1335,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
5,0,7788,4,1,5,3845,1735,1530,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
5,0,73430,4,1,5,3845,1735,1530,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
5,0,27003,4,1,5,3845,1735,1530,1335,1,0
3,1,7788,4,0,6,4300,1790,1635,1720,1,0
7,2,27003,3,1,5,3655,1620,1675,1340,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
0,2,73430,3,1,5,3445,1515,1475,1185,1,1
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
6,0,34738,4,0,5,3990,1745,1500,1410,1,0
0,2,6112,3,1,5,3445,1515,1475,1185,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
0,2,13051,3,1,5,3445,1515,1475,1185,1,0
5,0,5410,4,1,5,3845,1735,1530,1335,1,0
0,2,27742,3,1,5,3445,1515,1475,1185,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
0,2,290,3,1,5,3445,1515,1475,1185,1,0
6,0,8794,4,0,5,3990,1745,1500,1410,1,0
3,1,4076,4,0,6,4300,1790,1635,1720,1,0
4,1,4076,4,1,5,3990,1755,1523,1490,1,0
0,2,4990,3,1,5,3445,1515,1475,1185,1,0
2,0,7788,3,0,5,3731,1579,1490,1155,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
3,1,7788,4,0,6,4300,1790,1635,1720,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
8,1,7788,4,1,5,3995,1695,1501,1051,1,0
3,1,5410,4,0,6,4300,1790,1635,1720,1,0
5,0,290,4,1,5,3845,1735,1530,1335,1,0
0,2,73430,3,1,5,3445,1515,1475,1185,1,1
6,0,8794,4,0,5,3990,1745,1500,1410,1,0
3,1,4990,4,0,6,4300,1790,1635,1720,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
6,0,73430,4,0,5,3990,1745,1500,1410,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
2,0,27003,3,0,5,3731,1579,1490,1155,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
2,0,21622,3,0,5,3731,1579,1490,1155,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
8,1,27003,4,1,5,3995,1695,1501,1051,1,0
5,0,290,4,1,5,3845,1735,1530,1335,1,1
5,0,7788,4,1,5,3845,1735,1530,1335,1,0
3,1,4990,4,0,6,4300,1790,1635,1720,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
7,2,8794,3,1,5,3655,1620,1675,1340,1,0
5,0,13051,4,1,5,3845,1735,1530,1335,1,0
8,1,13051,4,1,5,3995,1695,1501,1051,1,0
3,1,4990,4,0,6,4300,1790,1635,1720,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
0,2,17804,3,1,5,3445,1515,1475,1185,1,1
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
0,2,4990,3,1,5,3445,1515,1475,1185,1,0
2,0,34791,3,0,5,3731,1579,1490,1155,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
0,2,5410,3,1,5,3445,1515,1475,1185,1,0
2,0,8794,3,0,5,3731,1579,1490,1155,1,0
4,1,27003,4,1,5,3990,1755,1523,1490,1,0
4,1,8794,4,1,5,3990,1755,1523,1490,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
5,0,34791,4,1,5,3845,1735,1530,1335,1,0
1,0,7788,4,0,5,3995,1735,1515,1335,1,0
5,0,7788,4,1,5,3845,1735,1530,1335,1,0
6,0,5410,4,0,5,3990,1745,1500,1410,1,1
8,1,8794,4,1,5,3995,1695,1501,1051,1,0
0,2,16206,3,1,5,3445,1515,1475,1185,1,0
0,2,7788,3,1,5,3445,1515,1475,1185,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
0,2,73430,3,1,5,3445,1515,1475,1185,1,0
8,1,7788,4,1,5,3995,1695,1501,1051,1,0
3,1,7788,4,0,6,4300,1790,1635,1720,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
3,1,27742,4,0,6,4300,1790,1635,1720,1,0
0,2,73430,3,1,5,3445,1515,1475,1185,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
0,2,8794,3,1,5,3445,1515,1475,1185,1,0
5,0,6108,4,1,5,3845,1735,1530,1335,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
7,2,5410,3,1,5,3655,1620,1675,1340,1,0
2,0,34738,3,0,5,3731,1579,1490,1155,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
5,0,34738,4,1,5,3845,1735,1530,1335,1,0
2,0,8794,3,0,5,3731,1579,1490,1155,1,0
3,1,5410,4,0,6,4300,1790,1635,1720,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
5,0,17804,4,1,5,3845,1735,1530,1335,1,0
6,0,7788,4,0,5,3990,1745,1500,1410,1,0
7,2,7788,3,1,5,3655,1620,1675,1340,1,0
7,2,16206,3,1,5,3655,1620,1675,1340,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
3,1,7788,4,0,6,4300,1790,1635,1720,1,0
3,1,4990,4,0,6,4300,1790,1635,1720,1,0
9,2,34791,4,1,5,3675,1475,1825,1510,1,0
6,0,73430,4,0,5,3990,1745,1500,1410,1,0
0,2,16206,3,1,5,3445,1515,1475,1185,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
5,0,13051,4,1,5,3845,1735,1530,1335,1,0
5,0,17804,4,1,5,3845,1735,1530,1335,1,0
5,0,7788,4,1,5,3845,1735,1530,1335,1,0
0,2,21622,3,1,5,3445,1515,1475,1185,1,0
8,1,27003,4,1,5,3995,1695,1501,1051,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
0,2,17804,3,1,5,3445,1515,1475,1185,1,0
3,1,27742,4,0,6,4300,1790,1635,1720,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
6,0,27003,4,0,5,3990,1745,1500,1410,1,0
3,1,4076,4,0,6,4300,1790,1635,1720,1,0
0,2,65567,3,1,5,3445,1515,1475,1185,1,0
0,2,73430,3,1,5,3445,1515,1475,1185,1,0
3,1,4076,4,0,6,4300,1790,1635,1720,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
2,0,17804,3,0,5,3731,1579,1490,1155,1,0
7,2,8794,3,1,5,3655,1620,1675,1340,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
7,2,7788,3,1,5,3655,1620,1675,1340,1,0
7,2,34791,3,1,5,3655,1620,1675,1340,1,0
0,2,65567,3,1,5,3445,1515,1475,1185,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
3,1,7788,4,0,6,4300,1790,1635,1720,1,0
5,0,27003,4,1,5,3845,1735,1530,1335,1,0
9,2,8794,4,1,5,3675,1475,1825,1510,1,1
3,1,17804,4,0,6,4300,1790,1635,1720,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
8,1,4076,4,1,5,3995,1695,1501,1051,1,0
3,1,27742,4,0,6,4300,1790,1635,1720,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
8,1,8794,4,1,5,3995,1695,1501,1051,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
2,0,4076,3,0,5,3731,1579,1490,1155,1,0
0,2,73430,3,1,5,3445,1515,1475,1185,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
8,1,27003,4,1,5,3995,1695,1501,1051,1,0
7,2,73430,3,1,5,3655,1620,1675,1340,1,0
7,2,8794,3,1,5,3655,1620,1675,1340,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
3,1,34738,4,0,6,4300,1790,1635,1720,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
0,2,8794,3,1,5,3445,1515,1475,1185,1,0
0,2,7788,3,1,5,3445,1515,1475,1185,1,0
6,0,34738,4,0,5,3990,1745,1500,1410,1,0
5,0,34738,4,1,5,3845,1735,1530,1335,1,0
0,2,8794,3,1,5,3445,1515,1475,1185,1,0
10,0,4076,3,1,6,3993,1811,1606,1660,0,0
5,0,73430,4,1,5,3845,1735,1530,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
5,0,7788,4,1,5,3845,1735,1530,1335,1,0
0,2,8794,3,1,5,3445,1515,1475,1185,1,0
8,1,5410,4,1,5,3995,1695,1501,1051,1,1
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
3,1,73430,4,0,6,4300,1790,1635,1720,1,0
5,0,17804,4,1,5,3845,1735,1530,1335,1,0
3,1,5410,4,0,6,4300,1790,1635,1720,1,0
4,1,4076,4,1,5,3990,1755,1523,1490,1,0
5,0,4076,4,1,5,3845,1735,1530,1335,1,0
3,1,5410,4,0,6,4300,1790,1635,1720,1,0
5,0,7788,4,1,5,3845,1735,1530,1335,1,0
5,0,16733,4,1,5,3845,1735,1530,1335,1,0
3,1,65567,4,0,6,4300,1790,1635,1720,1,0
3,1,34738,4,0,6,4300,1790,1635,1720,1,1
7,2,34738,3,1,5,3655,1620,1675,1340,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
7,2,27742,3,1,5,3655,1620,1675,1340,1,0
3,1,3264,4,0,6,4300,1790,1635,1720,1,0
8,1,6112,4,1,5,3995,1695,1501,1051,1,0
6,0,4076,4,0,5,3990,1745,1500,1410,1,0
5,0,34738,4,1,5,3845,1735,1530,1335,1,0
7,2,8794,3,1,5,3655,1620,1675,1340,1,0
7,2,4076,3,1,5,3655,1620,1675,1340,1,0
7,2,27003,3,1,5,3655,1620,1675,1340,1,0
0,2,73430,3,1,5,3445,1515,1475,1185,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
3,1,34791,4,0,6,4300,1790,1635,1720,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,1
7,2,5410,3,1,5,3655,1620,1675,1340,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
7,2,73430,3,1,5,3655,1620,1675,1340,1,0
9,2,27003,4,1,5,3675,1475,1825,1510,1,0
7,2,5410,3,1,5,3655,1620,1675,1340,1,1
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
2,0,5410,3,0,5,3731,1579,1490,1155,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
2,0,8794,3,0,5,3731,1579,1490,1155,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
4,1,7788,4,1,5,3990,1755,1523,1490,1,0
0,2,17804,3,1,5,3445,1515,1475,1185,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,1
3,1,7788,4,0,6,4300,1790,1635,1720,1,1
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
0,2,7788,3,1,5,3445,1515,1475,1185,1,1
0,2,4990,3,1,5,3445,1515,1475,1185,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
2,0,8794,3,0,5,3731,1579,1490,1155,1,0
1,0,20905,4,0,5,3995,1735,1515,1335,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
2,0,27742,3,0,5,3731,1579,1490,1155,1,0
5,0,21622,4,1,5,3845,1735,1530,1335,1,0
8,1,8794,4,1,5,3995,1695,1501,1051,1,0
0,2,35036,3,1,5,3445,1515,1475,1185,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
3,1,27742,4,0,6,4300,1790,1635,1720,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
3,1,17804,4,0,6,4300,1790,1635,1720,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
0,2,21622,3,1,5,3445,1515,1475,1185,1,0
3,1,6112,4,0,6,4300,1790,1635,1720,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
5,0,34738,4,1,5,3845,1735,1530,1335,1,0
0,2,21622,3,1,5,3445,1515,1475,1185,1,0
2,0,27003,3,0,5,3731,1579,1490,1155,1,0
1,0,73430,4,0,5,3995,1735,1515,1335,1,0
1,0,27003,4,0,5,3995,1735,1515,1335,1,0
3,1,34738,4,0,6,4300,1790,1635,1720,1,0
3,1,5410,4,0,6,4300,1790,1635,1720,1,0
7,2,73430,3,1,5,3655,1620,1675,1340,1,0
2,0,8794,3,0,5,3731,1579,1490,1155,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
3,1,13051,4,0,6,4300,1790,1635,1720,1,0
0,2,17804,3,1,5,3445,1515,1475,1185,1,0
0,2,73430,3,1,5,3445,1515,1475,1185,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,1
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
1,0,13051,4,0,5,3995,1735,1515,1335,1,0
0,2,7788,3,1,5,3445,1515,1475,1185,1,0
5,0,27003,4,1,5,3845,1735,1530,1335,1,0
0,2,5410,3,1,5,3445,1515,1475,1185,1,0
3,1,34791,4,0,6,4300,1790,1635,1720,1,0
0,2,6108,3,1,5,3445,1515,1475,1185,1,0
0,2,6108,3,1,5,3445,1515,1475,1185,1,0
3,1,73430,4,0,6,4300,1790,1635,1720,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
5,0,5410,4,1,5,3845,1735,1530,1335,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
5,0,6108,4,1,5,3845,1735,1530,1335,1,0
6,0,73430,4,0,5,3990,1745,1500,1410,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
6,0,27003,4,0,5,3990,1745,1500,1410,1,0
3,1,34791,4,0,6,4300,1790,1635,1720,1,0
7,2,34791,3,1,5,3655,1620,1675,1340,1,0
5,0,290,4,1,5,3845,1735,1530,1335,1,0
3,1,34738,4,0,6,4300,1790,1635,1720,1,0
0,2,16733,3,1,5,3445,1515,1475,1185,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
3,1,34791,4,0,6,4300,1790,1635,1720,1,0
7,2,7788,3,1,5,3655,1620,1675,1340,1,0
7,2,34738,3,1,5,3655,1620,1675,1340,1,0
8,1,8794,4,1,5,3995,1695,1501,1051,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
4,1,34791,4,1,5,3990,1755,1523,1490,1,0
2,0,27003,3,0,5,3731,1579,1490,1155,1,0
2,0,4076,3,0,5,3731,1579,1490,1155,1,0
5,0,27003,4,1,5,3845,1735,1530,1335,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
4,1,27003,4,1,5,3990,1755,1523,1490,1,0
9,2,4076,4,1,5,3675,1475,1825,1510,1,0
5,0,5410,4,1,5,3845,1735,1530,1335,1,0
4,1,34738,4,1,5,3990,1755,1523,1490,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
5,0,13051,4,1,5,3845,1735,1530,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
5,0,4076,4,1,5,3845,1735,1530,1335,1,1
3,1,4076,4,0,6,4300,1790,1635,1720,1,0
7,2,34738,3,1,5,3655,1620,1675,1340,1,0
6,0,8794,4,0,5,3990,1745,1500,1410,1,0
3,1,4076,4,0,6,4300,1790,1635,1720,1,0
2,0,4990,3,0,5,3731,1579,1490,1155,1,0
5,0,5410,4,1,5,3845,1735,1530,1335,1,0
0,2,6108,3,1,5,3445,1515,1475,1185,1,0
3,1,16206,4,0,6,4300,1790,1635,1720,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
0,2,5410,3,1,5,3445,1515,1475,1185,1,0
0,2,73430,3,1,5,3445,1515,1475,1185,1,0
5,0,27742,4,1,5,3845,1735,1530,1335,1,0
7,2,34738,3,1,5,3655,1620,1675,1340,1,0
5,0,34738,4,1,5,3845,1735,1530,1335,1,0
5,0,6108,4,1,5,3845,1735,1530,1335,1,0
5,0,7788,4,1,5,3845,1735,1530,1335,1,1
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
4,1,8794,4,1,5,3990,1755,1523,1490,1,0
7,2,7788,3,1,5,3655,1620,1675,1340,1,0
5,0,4990,4,1,5,3845,1735,1530,1335,1,0
0,2,6108,3,1,5,3445,1515,1475,1185,1,0
0,2,34791,3,1,5,3445,1515,1475,1185,1,0
8,1,7788,4,1,5,3995,1695,1501,1051,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
5,0,7788,4,1,5,3845,1735,1530,1335,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
9,2,8794,4,1,5,3675,1475,1825,1510,1,0
3,1,7788,4,0,6,4300,1790,1635,1720,1,0
3,1,73430,4,0,6,4300,1790,1635,1720,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
0,2,17804,3,1,5,3445,1515,1475,1185,1,0
5,0,27003,4,1,5,3845,1735,1530,1335,1,0
7,2,4990,3,1,5,3655,1620,1675,1340,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,1
5,0,73430,4,1,5,3845,1735,1530,1335,1,0
4,1,27742,4,1,5,3990,1755,1523,1490,1,0
0,2,13051,3,1,5,3445,1515,1475,1185,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
5,0,27003,4,1,5,3845,1735,1530,1335,1,0
3,1,5410,4,0,6,4300,1790,1635,1720,1,0
0,2,4990,3,1,5,3445,1515,1475,1185,1,0
6,0,6112,4,0,5,3990,1745,1500,1410,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
3,1,34738,4,0,6,4300,1790,1635,1720,1,0
0,2,6108,3,1,5,3445,1515,1475,1185,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
2,0,8794,3,0,5,3731,1579,1490,1155,1,0
6,0,34791,4,0,5,3990,1745,1500,1410,1,0
5,0,16733,4,1,5,3845,1735,1530,1335,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
0,2,8794,3,1,5,3445,1515,1475,1185,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
7,2,13051,3,1,5,3655,1620,1675,1340,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
7,2,27003,3,1,5,3655,1620,1675,1340,1,1
3,1,21622,4,0,6,4300,1790,1635,1720,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
0,2,73430,3,1,5,3445,1515,1475,1185,1,0
6,0,73430,4,0,5,3990,1745,1500,1410,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
5,0,6108,4,1,5,3845,1735,1530,1335,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
6,0,5410,4,0,5,3990,1745,1500,1410,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
0,2,3264,3,1,5,3445,1515,1475,1185,1,0
0,2,21622,3,1,5,3445,1515,1475,1185,1,0
3,1,34791,4,0,6,4300,1790,1635,1720,1,0
7,2,8794,3,1,5,3655,1620,1675,1340,1,0
7,2,27003,3,1,5,3655,1620,1675,1340,1,0
0,2,16206,3,1,5,3445,1515,1475,1185,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
9,2,27003,4,1,5,3675,1475,1825,1510,1,0
4,1,27742,4,1,5,3990,1755,1523,1490,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
8,1,7788,4,1,5,3995,1695,1501,1051,1,0
0,2,73430,3,1,5,3445,1515,1475,1185,1,0
5,0,34738,4,1,5,3845,1735,1530,1335,1,0
0,2,73430,3,1,5,3445,1515,1475,1185,1,0
5,0,17804,4,1,5,3845,1735,1530,1335,1,0
8,1,27003,4,1,5,3995,1695,1501,1051,1,1
2,0,13051,3,0,5,3731,1579,1490,1155,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
5,0,16733,4,1,5,3845,1735,1530,1335,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
5,0,5410,4,1,5,3845,1735,1530,1335,1,0
6,0,27003,4,0,5,3990,1745,1500,1410,1,1
3,1,6112,4,0,6,4300,1790,1635,1720,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
0,2,6108,3,1,5,3445,1515,1475,1185,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
0,2,20905,3,1,5,3445,1515,1475,1185,1,0
2,0,4076,3,0,5,3731,1579,1490,1155,1,0
7,2,6112,3,1,5,3655,1620,1675,1340,1,0
5,0,34791,4,1,5,3845,1735,1530,1335,1,0
3,1,73430,4,0,6,4300,1790,1635,1720,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
8,1,27003,4,1,5,3995,1695,1501,1051,1,0
5,0,4076,4,1,5,3845,1735,1530,1335,1,1
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
0,2,4990,3,1,5,3445,1515,1475,1185,1,0
3,1,5410,4,0,6,4300,1790,1635,1720,1,0
5,0,7788,4,1,5,3845,1735,1530,1335,1,0
2,0,34738,3,0,5,3731,1579,1490,1155,1,0
5,0,6108,4,1,5,3845,1735,1530,1335,1,1
8,1,34738,4,1,5,3995,1695,1501,1051,1,0
5,0,6112,4,1,5,3845,1735,1530,1335,1,0
3,1,6112,4,0,6,4300,1790,1635,1720,1,0
0,2,4990,3,1,5,3445,1515,1475,1185,1,0
5,0,7788,4,1,5,3845,1735,1530,1335,1,1
5,0,27003,4,1,5,3845,1735,1530,1335,1,0
8,1,8794,4,1,5,3995,1695,1501,1051,1,0
2,0,34791,3,0,5,3731,1579,1490,1155,1,0
8,1,27003,4,1,5,3995,1695,1501,1051,1,0
5,0,5410,4,1,5,3845,1735,1530,1335,1,0
5,0,34738,4,1,5,3845,1735,1530,1335,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
5,0,7788,4,1,5,3845,1735,1530,1335,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
5,0,27003,4,1,5,3845,1735,1530,1335,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,1
3,1,5410,4,0,6,4300,1790,1635,1720,1,0
0,2,5410,3,1,5,3445,1515,1475,1185,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,1
5,0,13051,4,1,5,3845,1735,1530,1335,1,0
5,0,27003,4,1,5,3845,1735,1530,1335,1,0
0,2,27003,3,1,5,3445,1515,1475,1185,1,0
6,0,34738,4,0,5,3990,1745,1500,1410,1,0
1,0,27003,4,0,5,3995,1735,1515,1335,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,1
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
0,2,73430,3,1,5,3445,1515,1475,1185,1,0
5,0,8794,4,1,5,3845,1735,1530,1335,1,0
4,1,4076,4,1,5,3990,1755,1523,1490,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
6,0,73430,4,0,5,3990,1745,1500,1410,1,0
0,2,4076,3,1,5,3445,1515,1475,1185,1,0
1,0,34738,4,0,5,3995,1735,1515,1335,1,0
3,1,27003,4,0,6,4300,1790,1635,1720,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
5,0,73430,4,1,5,3845,1735,1530,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
0,2,34738,3,1,5,3445,1515,1475,1185,1,0
7,2,27003,3,1,5,3655,1620,1675,1340,1,0
4,1,27003,4,1,5,3990,1755,1523,1490,1,0
3,1,7788,4,0,6,4300,1790,1635,1720,1,0
5,0,34738,4,1,5,3845,1735,1530,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,1
3,1,5410,4,0,6,4300,1790,1635,1720,1,0
1,0,34738,4,0,5,3995,1735,1515,1335,1,0
3,1,8794,4,0,6,4300,1790,1635,1720,1,0
